,playlist_name,followers,songs,genre_1,genre_2,playlist_uri,track_uri,popularity,artist_name,song_name
1001,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:34Tmk8gwlRRegVVZDRxXxk,72,The 1975,Happiness (Dance Floor Edit)
1002,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:2lCyQnftM6ptqC3vk7qeao,66,Panic! At The Disco,Don't Let The Light Go Out
1003,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:6Iqz3QB6zSdn1N61acinau,69,Aitch,My G (feat. Ed Sheeran)
1004,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:5zviMoAeuerK1Rd58qXASv,71,ILLENIUM,All That Really Matters
1005,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:32il27dOrLpIru8Evp4Pu7,72,Marshmello,American Psycho (with Mae Muller feat. Trippie Redd)
1006,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:1KoAKmbSdx172NnEn6rV9F,63,DPR IAN,Ballroom Extravaganza
1007,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:4jonEzO6nIIBt5xPGsyOA0,81,d4vd,Romantic Homicide
1008,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:6kxaaIeowajN7w21PfMLbu,78,Halsey,So Good
1009,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:6bTbMMEShyGyrcuIwtBlpA,67,Bella Poarch,Living Hell
1010,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:5XemvyG79fcKPl5lgbhplq,76,Devon Cole,W.I.T.C.H.
1011,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:3eLfICfDzCQrP8pOajVGiJ,71,Knox,Sneakers
1012,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:2HbuhhxdEVbqdaJlLxOCfW,76,Huddy,All the Things I Hate About You
1013,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:5MWXOo8DJwgODtPGaietNz,77,EMELINE,cinderella's dead
1014,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:23oYG6HAbahMQEtjk0M7GK,76,Lauren Spencer Smith,Narcissist
1015,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:5nsFJfYtAFZmL9PbtYKYcA,59,Stephen Sanchez,See The Light
1016,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:3SWGtKHaCFEUqfm9ydUFVw,75,Conan Gray,Disaster
1017,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:6ehrvwZ8JHaLahNRpDGlkD,71,FLETCHER,Becky’s So Hot
1018,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:10xV5l9nhLvFpR8mqzs0bL,86,Marshmello,Numb
1019,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:1eGW1YBT17a5G1hKPWrpW7,75,Kygo,Lost Without You (with Dean Lewis)
1020,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:3nwd2gUT7l10HDUAOKXrhs,74,Ellie Goulding,Easy Lover (feat. Big Sean)
1021,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:1I4dwH7C0jBAEtz5DjlJgQ,82,Sofia Carson,Come Back Home
1022,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:1bgKMxPQU7JIZEhNsM1vFs,84,Alesso,Words (feat. Zara Larsson)
1023,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:6gdDu39yYqPcaTgCwYEW8i,79,Fred again..,Turn On The Lights again.. (feat. Future)
1024,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:5Yo7bU9KnaYd9QVsEcNYsI,56,Post Malone,Wrapped Around Your Finger
1025,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:6TSO4hwz9WGrEUY7ABGVim,79,Giveon,Lost Me
1026,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:41P6Tnd8KIHqON0QIydx6a,75,beabadoobee,the perfect pair
1027,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:4u5CfuAGAHNYDIHSSW7BiY,75,Ethan Bortnick,engravings
1028,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:1zu2GKHPJIsUu80SUJX4H4,80,Alec Benjamin,Devil Doesn’t Bargain
1029,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:5VXDmiV2pC2KY2N60oKz4B,74,5 Seconds of Summer,BLENDER
1030,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:0gYXw7aPoybWFfB7btQ0eM,84,Black Eyed Peas,DON'T YOU WORRY
1031,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:2pDWMxjBf4xkIY4nRjVpZC,70,Olivia O'Brien,Bitch Back (feat. FLETCHER)
1032,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:21szgNA72iLwvBxHQLgwBh,83,Nessa Barrett,die first
1033,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:7N1bEUVuQo8HHuikDgJ10c,79,iamnotshane,Maybe My Soulmate Died
1034,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:3rb0tMq42WfggucPm0HHkA,81,MEDUZA,Bad Memories (feat. Elley Duhé & FAST BOY)
1035,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:3RhyHYnYxuGnP8njFlNxHq,73,Tate McRae,don't come back
1036,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:3Z7CaxQkqbIs1rewKi6v4W,83,Tiësto,Hot In It
1037,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:5UXJzLFdBn6u9FJTCnoHrH,78,Conan Gray,Memories
1038,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:5SHpuW2qjkQtFRpE6P9Nks,83,Billie Eilish,The 30th
1039,Pop Rising,"2,642,529",87,Pop,Indie,spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,spotify:track:32FhTAAjKZaBein150o3Px,77,Sabrina Carpenter,because i liked a boy
1040,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:4SqWKzw0CbA05TGszDgMlc,87,The Walters,I Love You So
1041,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:37y7iDayfwm3WXn5BiAoRk,87,Steve Lacy,Dark Red
1042,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:0sTlGEld0h8kIPZaKDYUf4,83,The Rare Occasions,Notion
1043,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:2vWBUC9djv6BtiGlmKiQaH,83,Yot Club,YKWIM?
1044,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:01TyFEZu6mHbffsVfxgrFn,76,Men I Trust,Show Me How
1045,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:64lsIF5pw0sJY0gV5kz0RN,81,Dayglow,Can I Call You Tonight?
1046,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:1Y3LN4zO1Edc2EluIoSPJN,79,Stephen Sanchez,Until I Found You (with Em Beihold) - Em Beihold Version
1047,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:57RA3JGafJm5zRtKJiKPIm,79,Wallows,Are You Bored Yet? (feat. Clairo)
1048,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:7DcJ6fEBb7BaKuYKTwiDxK,77,Mild High Club,Homage
1049,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:6RiiSy9GzSwiyDEJDiMuKe,77,Eyedress,Something About You
1050,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:6S7o12almFeL57rbRvdY5l,76,jagger finn,Vas
1051,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:0zePbRMJ9sd7wsZRlbPQua,76,Dayglow,Hot Rod
1052,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:1kqc6U8hVYZhY0gFGQclCz,75,girl in red,girls
1053,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:4vHNeBWDQpVCmGbaccrRzi,75,Still Woozy,Goodie Bag
1054,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:6FfLg6FFqhCsrFOaHIGkg0,75,JAWNY,Honeypie
1055,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:5EYi2rH4LYs6M21ZLOyQTx,75,Rex Orange County,Loving Is Easy (feat. Benny Sings)
1056,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:5o9iQVktO08gIlRAHqqxtj,75,Harriette,at least i'm pretty
1057,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:0KyAGiNGUytG5JLxJu4F6l,75,Clairo,Pretty Girl
1058,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:2fGRJzoiYJYAzlQAyBONMb,74,Ralph Castelli,Morning Sex
1059,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:1a1LrfgkTvfHFykIxcv8WU,74,grentperez,Cherry Wine
1060,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:0KQRhak4Irr2CKxgQ9U6ay,74,Madeline The Person,MEAN!
1061,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:2xhGZ3WzOa3tir28y7Cb88,73,Peachy!,Falling for U
1062,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:6SE4JAo7T8C7XkFka5bbga,73,Los Retros,Someone To Spend Time With
1063,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:3pyyGVqWvRMq43qtJBzxe0,73,Current Joys,Kids
1064,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:6SZwj6cjc8JQbkrr8cbIUn,72,Jack Stauber,Oh Klahoma
1065,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:1Go9q6KaCpAsQ0wkZFGzY2,72,Will Paquin,Chandelier
1066,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:1F6IbA7di42uPc3cff8PXV,73,Clairo,Flaming Hot Cheetos
1067,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:0yTGQpPOgcsS8Xqp5bQO58,71,Verzache,The Loser
1068,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:6A2itXgDf96XHp9qR6oyPN,70,Cavetown,Meteor Shower
1069,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:4LpUpiYoZ2M3Z1kmhn4EQo,70,Mac DeMarco,Still Beating
1070,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:3Z6cltU0OfbUdSZtZlzKPL,70,Crisaunt,Dream Girl
1071,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:6HJxxqHWMdidwTVZmZWeHU,72,Current Joys,New Flesh
1072,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:7rC3P7tpWriaC4hYWKwGQd,69,Wabie,Hey Lover!
1073,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:1ElGmhauttS9p7LwmHG9uM,69,gigi,Sometimes (Backwood)
1074,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:1zS5TccQwMDp5ZsEnt4FAh,69,BoyWithUke,LoveSick
1075,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:5mIOsPuQdXchVY0jB5NO9Q,71,Clairo,4EVER
1076,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:1xSmjB0t19q4CSJ0X0ymGB,67,Claire Rosinkranz,Frankenstein
1077,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:0WKmVAD4VWk5EdTyCFILi4,68,Verzache,Needs
1078,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:75TDPu9k7Yv3IovdYaNCwk,67,Still Woozy,Cooks
1079,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:4zvHZWOGyL7WcmqHOgtGCW,66,boy pablo,Everytime
1080,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:7asyVbwQE7IbA3x2be7bdI,66,Cavetown,Fool
1081,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:7g1251d41qVR8kq6yz9XXa,66,dyl dion,pouring outside
1082,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:3GIIv6Eo0WSuM9Bxx5DTdR,65,girl in red,watch you sleep.
1083,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:6uuBSo3wXnosEWVXRzZDTf,65,TEMPOREX,Nice Boys
1084,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:5RxpYHVbGJPOvSEATQyg9P,66,Still Woozy,Lucy
1085,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:4cJOLN346rtOty3UPACsao,64,The Marías,I Don't Know You
1086,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:3GahMRXI3rL2JVeSLZBRnF,64,Good Morning,Warned You
1087,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:4yIHTPSFg5Ma41IJNE0GUL,64,Arden Jones,horror story
1088,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:7wmFsS43fO8vAg0vcr776N,64,Sunset Rollercoaster,My Jinji
1089,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:1camd9eP6HEbhNjXww8FKN,64,Michele Leigh,Sunflower
1090,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:3eZqBNHlNA4lUsbAB6UmvD,63,Ginger Root,Loretta
1091,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:7zTTDkkLkJ2iHAqq1daDCr,63,Monsune,OUTTA MY MIND
1092,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:4wFeMmJDlgkAxlQ07PbdGZ,63,Elita,Sour Switchblade
1093,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:7szBZqBJuj9eAC8HJ4CyTM,63,Vansire,That I Miss You
1094,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:5F6ekGcdu623mkhTVgk64Z,63,Los Retros,Amtrak
1095,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:4tiMBMyoWSRPmLHg16VpUs,63,Bratty,"Honey, No Estás"
1096,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:5YIAMIFBXGXsyJwJmqUMZo,62,Ricky Montgomery,Talk to You
1097,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:65j65yDSE06CNKAPjsHoJt,61,MyKey,Was It Something I Said
1098,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:2joEpsXflccZD0ZwKEdz5m,61,Men I Trust,Sugar
1099,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:5pm9nGzY5b5gp424c6iYZh,61,okayceci,feel u
1100,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:6KKHXbJtnJPjla3V49YPac,61,Gus Dapperton,"Prune, You Talk Funny"
1101,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:0Qj4YyHTtV01Fvfl2fibea,61,Paravi,Cloud 9
1102,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:2dIeraguJ8SoHDqXfSZelZ,60,Still Woozy,Lava
1103,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:5h68UTytwmTJDwoGbqLwzV,60,Rex Orange County,Never Had The Balls
1104,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:5W1UtLcQLQOFZDpDeNn8Gi,59,Lyn Lapid,The Outsider
1105,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:1USo158Kncaxfyq9q306dn,59,Forrest Nolan,Sinatra
1106,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:3Q1DprZauQyNo8KGlY8brZ,59,No Vacation,Waltzing Back
1107,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:2dwvxOHnQjndZLowIR6PiS,59,Men I Trust,Seven
1108,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:6RObO033GGC7mReVoRQJPU,59,dacelynn,80's makeout session
1109,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:1NlGXcWeUSe1s3IgRKcqmB,59,Orion Sun,Antidote
1110,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:2NCBjlH7FHEG7hXcnvUaWA,58,Omar Apollo,Ugotme
1111,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:2ymdaqbPPMSpp6FMT7Tf0T,58,carpetgarden,Can I Have a Ride Home? I'm at a Party and I Don't Know Any1
1112,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:0zeeAjrLX2mNacLeefRTGG,58,boy pablo,La Novela
1113,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:0o0BtyLhvu05czmflES2tH,58,Ezra Williams,My Own Person
1114,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:1LjMPAZCsTIdMuwlM9PcPF,58,piri,beachin
1115,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:6JJgmmfMsoGTzwCe2f2K8u,57,khai dreams,Flowers
1116,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:4z9VuRI0SGk6mZXRRZyT7Z,57,Joesef,It's Been a Little Heavy Lately
1117,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:4JYJU761kWJEK91hyug33F,58,Men I Trust,Tree Among Shrubs
1118,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:24EtJ2vTx6CtaP32S6Arn2,57,fanclubwallet,Car Crash in G Major
1119,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:7G7zCzvyqz39BFE7TqPM3O,57,Jakob,All Your Love
1120,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:3ZW48z429TwTJlEN9vxs8u,57,Ralph Castelli,Mystery
1121,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:3ZG4FTdTqdXk1ja9hZap8x,56,Jordan Ward,Lil Baby Crush
1122,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:0Ac5WPWNBr4p3xcllMMIbN,56,Goth Babe,Taking Over The Sun
1123,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:0afGLa6wcYiLLXFZ48ZQpY,55,Roy Blair,Thunder
1124,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:5lCtzEEl2FxySHX4zR9yEf,55,Grady,kissing girls
1125,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:4FF0tP9mkoiFKLiXFeXm0q,55,spill tab,Cotton Candy
1126,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:3FwSGFXzoODJ3igRA06DhV,55,Ralph Castelli,Rare
1127,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:6413UUgINHbZsCJeJBFlmT,55,Gus Dapperton,I'm Just Snacking
1128,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:7Ivlg6WEcmRLCqO32ZhfGd,55,Ian Hugel,SUMMER GIRL
1129,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:3TFNxpIwIzMi3jsMRy9GVZ,55,Hether,Shy
1130,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:1aBouZtfICZ1PRNCtPcdVL,55,Mickey Darling,Reverse Cowgirl
1131,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:4kcuzPfVaPlElWRv9jNGHi,55,Still Woozy,Get Down
1132,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:2MfwT3SKUyF0na2LCa2fCp,54,Flower Face,Cornflower Blue
1133,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:00qVenrhW7Lr9AwHgc7rOe,54,KALI,I Just Wanna
1134,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:68LD7fYCVnACJtnLKHd3Q9,54,Wallice,Punching Bag
1135,Bedroom Pop,"1,027,121",115,Pop,Indie,spotify:playlist:37i9dQZF1DXcxvFzl58uP7,spotify:track:4e11dFRYAcJyvIv9Y35ERA,54,dexter,Blue Skies
