,playlist_name,followers,songs,Songs (Capped),genre_1,genre_2,playlist_uri,track_uri,popularity,artist_name,song_name
14,,,,,,,spotify:playlist:37i9dQZF1DX23YPJntYMnh,spotify:track:4qEOCUBvjk1za4pDYWFsab,44,Eric Burdon,Tobacco Road
14,,,,,,,spotify:playlist:37i9dQZF1DX23YPJntYMnh,spotify:track:7LG5qAX1r73gafhxvzu28K,42,311,Come Original
14,,,,,,,spotify:playlist:37i9dQZF1DX23YPJntYMnh,spotify:track:2gBnKiNNXCIDLfqVptT6v6,41,Stevie Salas,Tell Your Story Walkin'
14,,,,,,,spotify:playlist:37i9dQZF1DX23YPJntYMnh,spotify:track:3WBRoMyO2huOjKnrq0PaTX,40,Fishbone,Bonin' In the Boneyard
14,,,,,,,spotify:playlist:37i9dQZF1DX23YPJntYMnh,spotify:track:307UYyg68MlszzxHBEzmL5,40,Pigeons Playing Ping Pong,Water
14,,,,,,,spotify:playlist:37i9dQZF1DX23YPJntYMnh,spotify:track:1efp2bPw7ssJpCi0Almgsx,42,Primus,Tommy The Cat
14,,,,,,,spotify:playlist:37i9dQZF1DX23YPJntYMnh,spotify:track:3zMVsONH6RZv528HANVm3Y,40,Betty Davis,Anti Love Song
14,,,,,,,spotify:playlist:37i9dQZF1DX23YPJntYMnh,spotify:track:4pU9OwAXdwghkgUhaZQQ3Q,40,Iggy Pop,Sister Midnight
14,,,,,,,spotify:playlist:37i9dQZF1DX23YPJntYMnh,spotify:track:1IuhMns4MRmjIlAdCDE1jR,39,Lenny Kravitz,Tunnel Vision
14,,,,,,,spotify:playlist:37i9dQZF1DX23YPJntYMnh,spotify:track:4KQlPYIchV2VWo8SaWOs9C,38,Street Sweeper Social Club,Promenade
14,,,,,,,spotify:playlist:37i9dQZF1DX23YPJntYMnh,spotify:track:51Nh6X9tfaBLQF3YyK6s2A,38,Jane's Addiction,Idiots Rule
14,,,,,,,spotify:playlist:37i9dQZF1DX23YPJntYMnh,spotify:track:7axVaL2WO7cC3fXxtd9Zlj,41,Primus,My Name Is Mud
14,,,,,,,spotify:playlist:37i9dQZF1DX23YPJntYMnh,spotify:track:7426iYRovqN7S11kQdzVvd,39,Fishbone,Shakey Ground
14,,,,,,,spotify:playlist:37i9dQZF1DX23YPJntYMnh,spotify:track:3w1m4uW4EgWAxXyoKKUHDw,38,Lenny Kravitz,Who Really Are the Monsters?
14,,,,,,,spotify:playlist:37i9dQZF1DX23YPJntYMnh,spotify:track:2RPs5rAbwaMrjlguUC9jux,38,Infectious Grooves,Please Excuse This Funk Up
14,,,,,,,spotify:playlist:37i9dQZF1DX23YPJntYMnh,spotify:track:6qrRjccCGT1LC9yO0bsBfm,38,King's X,Black the Sky
14,,,,,,,spotify:playlist:37i9dQZF1DX23YPJntYMnh,spotify:track:1zBWVYRI8wPIazvRVHHFRO,37,311,Sever
14,,,,,,,spotify:playlist:37i9dQZF1DX23YPJntYMnh,spotify:track:3tjfHRqYYYRsMTQxUJuPB5,36,Screaming Headless Torsos,Vinnie
14,,,,,,,spotify:playlist:37i9dQZF1DX23YPJntYMnh,spotify:track:1LHvNi1ji3OU26lHASBzaz,37,Street Sweeper Social Club,Clap For The Killers
14,,,,,,,spotify:playlist:37i9dQZF1DX23YPJntYMnh,spotify:track:3PoEcTE8L23vYlAbIYbtHA,35,Spin Doctors,What Time Is It?
14,,,,,,,spotify:playlist:37i9dQZF1DX23YPJntYMnh,spotify:track:7fyHrLP3XxlVjHZHtgeWVe,35,Extreme,Politicalamity
14,,,,,,,spotify:playlist:37i9dQZF1DX23YPJntYMnh,spotify:track:0x8GQiIDqb7jbkrZjHoGF7,35,Blind Melon,Dear Ol' Dad
14,,,,,,,spotify:playlist:37i9dQZF1DX23YPJntYMnh,spotify:track:4uNr9f4s35mXouHntXwVl6,34,Urban Dance Squad,Good Grief
14,,,,,,,spotify:playlist:37i9dQZF1DX23YPJntYMnh,spotify:track:2fJHXL82X3wtyXMzcSifdj,34,I Mother Earth,Rain Will Fall
