,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popularity
400,0.614,0.721,0,-8.962,1,0.0322,0.000642,0.0817,0.167,0.708,146.629,175907,4,56
401,0.428,0.714,5,-9.735,1,0.0376,0.0697,0.212,0.163,0.435,94.033,323133,4,58
402,0.368,0.987,9,-3.367,1,0.21,1.03e-05,0.0,0.347,0.175,138.894,194120,4,46
403,0.518,0.531,11,-10.62,0,0.0542,0.776,0.128,0.748,0.293,126.988,291493,4,13
404,0.579,0.654,1,-12.421,0,0.0553,0.121,3.62e-06,0.0673,0.616,129.537,216467,4,75
405,0.721,0.797,0,-6.531,0,0.0438,0.743,0.000767,0.262,0.771,105.021,150857,4,25
406,0.791,0.448,10,-9.966,1,0.0707,0.258,8.39e-06,0.111,0.34,95.02,164211,4,44
407,0.682,0.979,10,-6.496,0,0.0733,0.0649,0.882,0.14,0.277,124.188,351400,4,53
408,0.49,0.652,2,-5.813,1,0.0274,0.00196,6.24e-05,0.0991,0.339,90.085,192467,4,66
409,0.603,0.506,9,-9.531,1,0.0391,0.213,0.0,0.0553,0.735,124.953,191493,4,34
410,0.786,0.517,0,-14.507,1,0.0445,0.034,0.546,0.0998,0.958,136.923,212573,4,52
411,0.429,0.258,7,-16.967,0,0.0549,0.957,0.893,0.115,0.0972,78.809,112353,1,63
412,0.164,0.0572,7,-22.41,1,0.0416,0.927,0.848,0.127,0.18,173.391,188761,4,42
413,0.435,0.081,7,-16.319,1,0.0358,0.922,0.0106,0.121,0.131,127.128,301477,3,13
414,0.623,0.936,0,-9.955,1,0.0528,0.000617,9.86e-05,0.269,0.705,101.514,217133,4,65
415,0.771,0.625,11,-4.567,1,0.0345,0.197,1.28e-05,0.168,0.526,109.933,145278,4,36
416,0.287,0.00562,4,-38.358,0,0.0417,0.995,0.906,0.0615,0.219,77.57,306386,4,35
417,0.516,0.945,7,-4.202,1,0.0979,0.000602,0.0683,0.0841,0.101,174.756,210533,4,55
418,0.598,0.954,2,-4.86,1,0.0801,0.00951,2.86e-05,0.127,0.235,100.98,311987,4,56
419,0.623,0.709,1,-9.818,0,0.0636,0.102,0.0,0.0967,0.948,122.394,165381,4,65
420,0.76,0.328,3,-9.781,1,0.0349,0.919,0.00817,0.13,0.297,122.025,209231,4,48
421,0.375,0.6,11,-9.313,1,0.033,0.0966,0.000972,0.759,0.916,169.976,151693,4,54
422,0.585,0.658,3,-4.833,1,0.0317,0.395,0.0,0.162,0.683,94.962,216453,4,50
423,0.585,0.611,1,-12.008,0,0.187,0.226,0.00527,0.411,0.518,89.955,184111,4,26
424,0.405,0.592,11,-12.309,1,0.0698,0.262,0.021,0.166,0.659,82.736,208667,4,60
425,0.619,0.637,2,-7.369,1,0.0286,0.015,0.0,0.374,0.936,105.205,246307,4,59
426,0.374,0.853,9,-11.13,0,0.0532,9.48e-05,4.71e-06,0.0663,0.328,98.918,298634,3,46
427,0.585,0.931,0,-4.843,1,0.0852,0.00119,2.46e-05,0.115,0.818,160.079,198600,4,55
428,0.496,0.863,9,-4.153,1,0.0381,0.0046,0.0,0.639,0.243,110.018,185587,4,82
429,0.31,0.451,6,-7.88,0,0.0324,0.0279,2.31e-06,0.105,0.196,100.067,224201,4,33
430,0.458,0.941,9,-6.579,0,0.0595,0.000276,2.47e-06,0.119,0.267,90.023,313147,4,41
431,0.295,0.79,11,-5.696,0,0.0394,0.0493,2.28e-06,0.182,0.562,110.491,136293,3,31
432,0.439,0.894,6,-6.396,0,0.0517,3.3e-06,0.0211,0.0905,0.591,96.106,176600,4,55
433,0.588,0.927,6,-4.776,0,0.113,0.000305,3.83e-05,0.195,0.652,93.571,175227,4,65
434,0.441,0.994,7,-2.934,1,0.239,7.25e-05,0.000147,0.382,0.0478,139.931,213125,4,42
435,0.333,0.927,9,-8.55,0,0.0733,0.0029,0.000208,0.297,0.385,141.466,308120,4,75
436,0.645,0.713,7,-4.885,1,0.0702,0.414,1.67e-05,0.0976,0.634,107.985,197982,4,14
437,0.443,0.778,0,-7.564,0,0.266,0.241,0.0,0.215,0.628,128.25,168000,5,60
438,0.433,0.752,9,-8.365,1,0.113,0.0116,0.000667,0.59,0.362,122.901,254840,4,50
439,0.743,0.404,3,-5.944,1,0.0303,0.529,0.0,0.0836,0.597,143.923,225173,3,14
440,0.375,0.956,2,-7.078,1,0.175,0.144,7.6e-06,0.417,0.381,175.04,150201,4,51
441,0.457,0.981,8,-4.019,1,0.176,1.3e-05,0.17,0.0989,0.0718,125.039,221092,4,38
442,0.297,0.0214,5,-32.398,1,0.0658,0.995,0.934,0.0652,0.132,212.349,283227,4,49
443,0.722,0.562,7,-10.3,0,0.088,0.317,0.000409,0.281,0.82,93.902,137064,4,30
444,0.484,0.605,1,-8.521,0,0.227,0.433,0.0678,0.109,0.516,93.007,186000,4,26
445,0.415,0.72,7,-11.177,1,0.0492,0.481,0.0,0.185,0.619,176.785,234627,4,44
446,0.651,0.801,0,-7.34,1,0.0514,0.123,0.0,0.0825,0.776,133.769,200480,4,72
447,0.215,0.709,10,-7.4,1,0.0355,0.847,0.000237,0.125,0.553,166.15,187760,3,0
448,0.626,0.956,7,-1.774,1,0.0397,0.0762,0.000149,0.205,0.389,122.08,182239,4,32
449,0.741,0.397,0,-10.921,1,0.0357,0.933,0.645,0.221,0.281,99.985,249058,4,9
450,0.729,0.356,6,-13.743,0,0.0347,0.0916,0.0905,0.052,0.392,95.026,240333,4,60
451,0.583,0.891,9,-4.565,0,0.0345,0.00088,0.000163,0.103,0.814,136.794,229267,4,53
452,0.276,0.883,9,-5.625,1,0.0446,0.000252,0.462,0.0973,0.164,164.052,266027,4,57
453,0.344,0.81,11,-8.098,1,0.0448,0.0017,0.000409,0.119,0.667,153.801,160827,4,52
454,0.356,0.0566,5,-20.647,1,0.0437,0.978,0.186,0.0616,0.205,147.17,580827,4,42
455,0.447,0.449,2,-10.634,1,0.0376,0.934,0.961,0.0697,0.036,92.468,315427,4,47
456,0.588,0.33,8,-8.554,1,0.027,0.881,0.000919,0.157,0.643,78.98,191208,4,36
457,0.715,0.616,5,-10.124,0,0.111,0.504,0.0372,0.611,0.901,93.421,272427,4,40
458,0.21,0.937,4,-4.596,0,0.18,0.000415,0.0,0.143,0.311,172.323,233763,3,50
459,0.484,0.434,1,-6.931,1,0.0357,0.726,0.0,0.0941,0.26,130.117,215240,4,40
460,0.594,0.787,11,-5.598,1,0.0429,0.151,0.0,0.095,0.447,167.949,223330,4,41
461,0.881,0.546,7,-9.357,1,0.0407,0.0532,0.000149,0.0497,0.852,102.814,320413,4,53
462,0.519,0.379,0,-9.906,1,0.0279,0.619,1.85e-06,0.108,0.208,85.929,247053,4,58
463,0.495,0.588,4,-8.036,1,0.0367,0.479,0.00205,0.174,0.286,133.942,321938,4,9
464,0.645,0.0381,11,-25.397,0,0.0369,0.993,0.867,0.0848,0.344,80.027,199500,4,12
465,0.445,0.528,10,-7.243,1,0.0744,0.677,0.0,0.155,0.511,203.155,223452,4,59
466,0.662,0.306,8,-11.878,1,0.0262,0.803,8.64e-06,0.0936,0.286,89.945,230611,4,22
467,0.235,0.932,1,-4.208,1,0.132,0.000137,0.000119,0.681,0.159,87.543,201101,4,41
468,0.478,0.982,8,-2.892,0,0.162,0.00217,0.00615,0.183,0.487,111.987,295714,4,37
469,0.4,0.915,1,-6.961,1,0.0635,9.07e-05,1.67e-06,0.0879,0.378,159.928,305507,4,43
470,0.802,0.349,4,-16.129,0,0.213,0.761,0.0409,0.108,0.309,98.011,195918,4,31
471,0.712,0.281,1,-15.497,0,0.0332,0.638,3.66e-05,0.0797,0.807,112.787,309973,4,57
472,0.491,0.904,9,-4.729,1,0.0765,0.00929,0.0,0.106,0.607,156.031,247760,4,60
473,0.385,0.137,2,-14.527,1,0.0316,0.948,0.000147,0.142,0.189,138.596,187742,4,11
474,0.506,0.326,11,-6.256,1,0.0307,0.831,0.0,0.0974,0.362,141.665,198592,4,55
475,0.45,0.275,8,-11.48,1,0.0374,0.51,0.0711,0.0847,0.311,140.094,203293,4,64
476,0.685,0.584,5,-10.616,0,0.0276,0.288,0.00918,0.124,0.939,134.546,302413,4,74
477,0.563,0.86,8,-7.533,1,0.0621,0.00834,0.0106,0.39,0.517,97.867,256240,4,70
478,0.478,0.855,4,-7.438,0,0.121,0.0134,3.18e-05,0.179,0.668,151.93,243760,4,52
479,0.565,0.968,1,-5.165,1,0.0568,1.33e-05,0.188,0.089,0.693,108.003,248906,4,55
480,0.588,0.908,9,-8.117,1,0.0431,0.151,0.000248,0.596,0.926,143.96,244120,4,61
481,0.374,0.716,7,-8.656,1,0.034,0.000285,0.00111,0.195,0.35,136.757,227160,4,50
482,0.19,0.932,9,-4.862,0,0.219,0.00467,0.0547,0.065,0.0511,170.015,694225,4,33
483,0.762,0.829,6,-5.736,1,0.0428,0.0907,0.00345,0.11,0.416,117.994,350847,4,38
484,0.468,0.807,0,-4.495,1,0.0649,0.401,0.0,0.423,0.667,74.738,268186,4,49
485,0.545,0.882,5,-4.864,1,0.119,0.000169,0.0368,0.332,0.595,122.259,206200,4,60
486,0.427,0.271,10,-10.661,1,0.0378,0.802,0.0268,0.0996,0.21,119.396,199571,3,34
487,0.214,0.963,1,-4.682,0,0.169,0.000121,0.000279,0.29,0.259,153.004,257000,4,50
488,0.237,0.991,6,-5.285,1,0.174,3.59e-05,0.572,0.326,0.157,134.976,176120,4,42
489,0.535,0.716,4,-5.025,1,0.0431,0.326,0.0,0.659,0.901,94.379,175173,4,77
490,0.592,0.882,8,-8.315,1,0.0468,0.00884,0.0155,0.0506,0.442,92.157,409400,4,59
491,0.551,0.628,2,-13.799,1,0.036,0.0336,0.000194,0.151,0.777,142.167,212893,4,59
492,0.762,0.522,0,-15.166,1,0.0504,0.289,0.00059,0.171,0.815,99.984,201600,4,37
493,0.598,0.244,9,-8.003,1,0.0374,0.767,3.38e-05,0.106,0.225,117.109,340533,4,45
494,0.22,0.954,1,-3.744,1,0.172,0.000178,0.000733,0.369,0.206,197.672,383037,4,43
495,0.417,0.586,2,-12.217,1,0.04,0.000358,0.0457,0.0957,0.966,183.704,175640,4,40
496,0.332,0.126,2,-15.297,1,0.0379,0.984,0.836,0.0399,0.382,75.961,333147,4,35
497,0.354,0.941,4,-7.182,0,0.0793,0.000231,3.87e-05,0.159,0.44,82.377,242320,4,36
498,0.681,0.412,2,-5.142,1,0.0561,0.88,0.162,0.146,0.397,99.091,192553,4,10
499,0.589,0.488,9,-13.165,1,0.0322,0.558,0.0461,0.0918,0.811,124.774,229785,4,45
500,0.323,0.401,10,-7.927,1,0.031,0.78,6.16e-06,0.101,0.289,153.523,252232,4,35
501,0.457,0.93,2,-4.544,0,0.0673,0.0309,6.27e-05,0.135,0.294,139.819,309307,4,60
502,0.343,0.718,9,-7.632,0,0.0918,0.0585,3.49e-05,0.157,0.452,77.772,232040,4,45
503,0.711,0.728,4,-5.062,1,0.0288,0.25,1.34e-05,0.0955,0.452,105.949,233774,4,34
504,0.479,0.865,5,-8.281,0,0.0339,3.1e-05,0.228,0.182,0.77,137.902,215203,4,64
505,0.681,0.473,4,-9.784,1,0.0351,0.811,0.852,0.067,0.305,103.995,258453,3,12
506,0.746,0.903,5,-3.065,0,0.0312,0.541,0.000521,0.0643,0.94,105.99,240039,4,30
507,0.693,0.554,3,-5.041,0,0.0434,0.606,0.0,0.12,0.722,94.903,212211,4,30
508,0.669,0.848,8,-10.072,0,0.03,0.0273,0.0869,0.0881,0.661,102.048,177507,4,42
509,0.0975,0.0483,5,-27.155,0,0.0473,0.621,0.305,0.0928,0.0601,81.53,170653,4,45
510,0.343,0.98,1,-4.124,1,0.0934,6.92e-06,0.0578,0.131,0.461,194.909,237173,4,55
511,0.443,0.982,7,-3.207,1,0.152,4.93e-05,5.58e-06,0.352,0.215,75.999,158366,4,49
512,0.422,0.143,5,-10.939,1,0.0361,0.9,0.000187,0.13,0.078,72.882,273333,4,49
513,0.471,0.954,0,-5.881,1,0.131,1.86e-05,4.29e-05,0.446,0.449,116.95,208960,4,47
514,0.795,0.51,6,-10.422,1,0.0601,0.281,0.0762,0.0928,0.28,105.918,134217,4,32
515,0.253,0.151,9,-18.081,1,0.0345,0.848,0.909,0.121,0.151,136.754,129000,5,49
516,0.417,0.817,9,-7.821,1,0.0445,1.16e-05,0.823,0.0918,0.267,137.945,294783,4,39
517,0.139,0.148,7,-18.882,1,0.0386,0.929,0.954,0.106,0.0788,142.536,306533,3,53
518,0.427,0.908,8,-5.399,1,0.165,0.00325,6.12e-05,0.0475,0.617,108.681,166653,4,61
519,0.589,0.365,9,-14.291,1,0.0284,0.874,0.905,0.101,0.192,110.023,245307,4,50
520,0.793,0.362,9,-12.146,0,0.0592,0.0135,1.77e-05,0.216,0.811,133.353,226040,4,57
521,0.65,0.562,7,-5.965,1,0.0345,0.0624,3.21e-05,0.076,0.882,123.674,176867,4,54
522,0.434,0.874,5,-4.143,0,0.0549,5.6e-06,0.00355,0.428,0.365,112.559,240107,3,35
523,0.553,0.924,11,-6.142,0,0.0649,0.000501,0.85,0.177,0.119,105.061,310857,4,37
524,0.72,0.538,7,-8.11,0,0.192,0.262,1.58e-05,0.293,0.272,101.229,224000,3,31
525,0.433,0.952,4,-3.177,0,0.18,0.00301,1.6e-05,0.406,0.296,184.055,193920,4,59
526,0.613,0.555,9,-9.801,1,0.072,0.58,1.64e-06,0.119,0.556,127.267,166680,4,55
527,0.354,0.936,7,-10.812,1,0.0362,0.000227,0.935,0.321,0.64,162.01,245445,4,39
528,0.105,0.0355,0,-25.317,1,0.0393,0.948,0.965,0.0956,0.039,91.169,263493,4,54
529,0.531,0.849,9,-10.754,1,0.111,0.0389,0.00763,0.186,0.305,119.516,136427,4,59
530,0.299,0.933,6,-6.874,0,0.17,0.0742,1.21e-05,0.0723,0.205,180.092,225040,3,59
531,0.486,0.449,5,-10.298,1,0.0267,0.166,2.23e-06,0.54,0.549,100.456,254293,4,46
532,0.147,0.0457,0,-19.188,1,0.042,0.96,0.927,0.106,0.0364,138.942,349920,1,47
533,0.513,0.731,7,-6.166,1,0.0581,0.201,0.0,0.205,0.44,159.976,204480,4,54
534,0.331,0.943,4,-3.188,0,0.0698,0.00721,2.06e-06,0.242,0.296,94.612,235893,4,80
535,0.236,0.823,4,-7.165,1,0.0863,0.699,0.643,0.364,0.259,175.38,244813,4,43
536,0.473,0.917,5,-7.349,1,0.0612,1.54e-06,0.0125,0.586,0.365,99.974,294105,4,33
537,0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,153693,4,77
538,0.6,0.593,0,-9.799,1,0.0452,0.726,0.0,0.399,0.912,134.979,128427,4,56
539,0.846,0.424,9,-9.489,0,0.0352,0.754,0.000542,0.0896,0.78,119.976,220053,4,15
540,0.699,0.384,7,-13.691,1,0.044,0.148,0.0,0.121,0.584,109.573,185481,4,49
541,0.732,0.474,5,-5.004,1,0.031,0.767,0.0,0.103,0.347,90.069,174520,4,55
542,0.589,0.696,8,-8.109,1,0.034,8.65e-05,3.43e-05,0.0779,0.938,129.833,267000,4,62
543,0.754,0.359,3,-11.024,1,0.0365,0.886,0.904,0.139,0.332,119.923,306448,4,9
544,0.397,0.357,7,-14.694,0,0.0313,0.889,0.907,0.147,0.16,86.043,188347,4,57
545,0.675,0.376,6,-7.739,1,0.0642,0.825,0.0,0.105,0.592,83.967,187947,4,51
546,0.44,0.939,1,-6.032,0,0.0556,3.53e-05,0.000187,0.0477,0.349,92.197,261933,3,34
547,0.433,0.974,2,-4.683,0,0.0917,0.000866,0.404,0.0977,0.158,76.023,258840,4,43
548,0.332,0.707,7,-12.698,1,0.0361,1.2e-05,0.00612,0.11,0.652,144.815,199467,4,45
549,0.485,0.282,7,-8.949,1,0.0298,0.432,0.0,0.11,0.406,139.136,201707,4,40
550,0.331,0.976,2,-3.242,1,0.113,9.11e-06,0.000117,0.319,0.426,170.059,187547,4,62
551,0.393,0.649,4,-9.103,0,0.0541,0.69,0.0,0.159,0.697,114.054,177840,4,34
552,0.337,0.976,2,-3.654,1,0.141,0.000491,0.0,0.0984,0.494,82.22,287867,4,47
553,0.761,0.649,8,-11.568,0,0.37,0.0421,0.0,0.122,0.644,110.03,229364,4,31
554,0.465,0.94,2,-4.938,1,0.0683,1.12e-05,0.114,0.171,0.163,104.024,235453,4,39
555,0.236,0.108,9,-27.586,1,0.0388,0.99,0.896,0.134,0.444,134.989,218787,4,36
556,0.54,0.933,0,-3.107,1,0.0782,0.0188,0.000495,0.0379,0.699,122.481,277173,4,38
557,0.579,0.479,1,-7.846,1,0.0338,0.0895,0.0,0.103,0.324,148.065,210067,4,47
558,0.42,0.33,9,-13.925,1,0.0275,0.245,0.000679,0.0677,0.175,157.143,295600,3,78
559,0.794,0.374,6,-8.881,1,0.0292,0.763,0.0,0.0978,0.654,94.026,202460,4,11
560,0.545,0.815,6,-3.197,0,0.0868,0.135,0.0,0.148,0.758,170.058,218453,4,58
561,0.667,0.804,2,-8.583,1,0.0398,0.0328,0.0544,0.0632,0.759,105.799,184382,4,61
562,0.732,0.845,1,-4.812,1,0.0315,0.151,0.00102,0.107,0.642,113.013,197522,4,33
563,0.191,0.969,1,-7.557,0,0.1,0.00466,9.05e-06,0.277,0.265,173.763,162347,4,43
564,0.491,0.696,9,-10.114,1,0.0301,0.707,0.0,0.211,0.893,144.765,165360,4,30
565,0.871,0.61,7,-7.565,1,0.239,0.0307,0.000203,0.0674,0.788,134.507,193373,4,48
566,0.448,0.784,4,-7.671,0,0.0413,0.000144,1.1e-06,0.163,0.435,165.036,277587,4,33
567,0.398,0.93,11,-6.76,1,0.0615,0.000854,0.121,0.0874,0.725,190.818,408173,4,71
568,0.32,0.798,10,-7.078,0,0.124,0.00033,0.692,0.176,0.74,84.696,209040,4,69
569,0.153,0.0569,0,-20.918,1,0.0355,0.971,0.941,0.0761,0.0371,100.151,140933,4,45
570,0.355,0.48,11,-7.31,1,0.0282,0.679,2.28e-06,0.12,0.137,100.956,259267,3,68
571,0.489,0.99,5,-3.102,1,0.228,0.00292,0.0,0.194,0.125,153.972,188480,4,37
572,0.681,0.563,0,-7.917,1,0.0296,0.796,0.0,0.423,0.65,132.0,205003,4,26
573,0.372,0.91,2,-5.559,1,0.0392,0.00101,0.0944,0.13,0.756,161.964,315333,4,65
574,0.456,0.711,2,-9.205,1,0.0362,0.203,6.61e-06,0.13,0.412,124.021,173800,4,48
575,0.386,0.916,2,-5.955,1,0.0741,0.105,0.00991,0.325,0.775,135.642,238107,4,58
576,0.36,0.466,3,-7.52,1,0.03,0.64,3.43e-06,0.108,0.044,83.853,254880,4,39
577,0.272,0.962,1,-5.211,0,0.234,9.05e-05,0.52,0.0717,0.0384,118.453,284635,4,41
578,0.541,0.335,7,-6.651,1,0.0307,0.209,0.0,0.115,0.204,119.227,235904,3,46
579,0.444,0.83,6,-2.982,1,0.0314,0.0533,0.0,0.151,0.663,166.142,218773,4,47
580,0.561,0.945,9,-6.086,1,0.0444,0.0869,0.0,0.22,0.723,145.781,227760,4,63
581,0.415,0.853,7,-11.098,1,0.038,0.0107,0.000499,0.536,0.302,148.494,197013,4,63
582,0.681,0.525,9,-4.823,1,0.0512,0.619,0.0,0.103,0.551,80.052,217130,4,56
583,0.46,0.765,2,-13.655,1,0.179,0.006,2.14e-06,0.111,0.196,167.764,176227,4,42
584,0.369,0.899,4,-7.782,1,0.0782,0.00428,0.033,0.14,0.182,155.562,240824,4,40
585,0.874,0.318,3,-6.869,1,0.0454,0.0353,1.69e-05,0.217,0.919,116.117,215067,4,65
586,0.486,0.185,9,-10.372,1,0.0289,0.905,1.05e-05,0.113,0.166,131.872,266200,4,41
587,0.333,0.851,7,-5.293,1,0.0948,0.0101,0.0,0.277,0.44,108.25,303093,4,47
588,0.773,0.483,9,-9.303,1,0.0818,0.0166,0.0,0.0907,0.755,166.116,114773,4,36
589,0.628,0.455,7,-12.436,1,0.0427,0.142,0.693,0.135,0.858,102.09,318373,4,55
590,0.328,0.826,6,-5.085,1,0.0362,0.000224,0.000944,0.0818,0.341,106.606,282093,4,64
591,0.483,0.653,5,-9.436,0,0.058,0.342,0.881,0.111,0.232,126.462,534152,4,10
592,0.21,0.94,9,-3.427,1,0.123,0.00602,0.0,0.269,0.255,179.722,186480,4,75
593,0.414,0.822,8,-8.972,0,0.0597,7.98e-05,1.78e-06,0.402,0.747,113.363,262360,4,45
594,0.214,0.0733,0,-21.302,1,0.0408,0.944,0.885,0.0691,0.039,137.764,223653,5,51
595,0.647,0.377,6,-6.003,1,0.0375,0.594,0.0,0.0768,0.653,79.936,207164,4,70
596,0.592,0.581,7,-8.054,1,0.0425,0.194,4.83e-05,0.126,0.546,168.108,214648,4,47
597,0.508,0.631,2,-9.664,1,0.0393,0.257,0.962,0.0835,0.38,154.217,333885,4,10
598,0.271,0.92,5,-2.89,1,0.0572,3.62e-05,3.26e-06,0.316,0.36,83.766,288093,4,51
599,0.218,0.93,8,-4.438,1,0.0633,4.15e-05,0.0,0.126,0.367,166.078,246040,4,61
600,0.658,0.869,8,-4.431,1,0.0434,0.22,0.000173,0.056,0.842,105.009,130299,4,25
601,0.515,0.438,1,-9.826,0,0.171,0.318,5.17e-06,0.089,0.688,98.994,224030,4,33
602,0.325,0.19,0,-14.988,1,0.0395,0.956,0.585,0.0932,0.14,118.507,367867,4,45
603,0.371,0.131,7,-23.899,0,0.0422,0.898,0.925,0.0847,0.0656,106.872,442693,4,49
604,0.484,0.97,5,-3.984,0,0.0605,0.00153,0.0124,0.765,0.646,153.055,226078,4,35
605,0.251,0.966,10,-1.803,0,0.236,0.000355,0.00326,0.577,0.278,195.038,255000,4,59
606,0.0874,0.844,8,-9.618,0,0.102,1.89e-05,0.03,0.356,0.18,78.998,294667,4,32
607,0.502,0.758,3,-9.76,1,0.0407,0.00915,0.783,0.284,0.729,112.499,213693,4,65
608,0.388,0.8,9,-6.33,1,0.0783,0.0211,0.0,0.212,0.357,194.744,216027,3,55
609,0.72,0.967,9,-4.434,0,0.0343,0.0289,0.000345,0.142,0.977,129.766,235093,4,65
610,0.407,0.424,0,-10.583,1,0.0318,0.0847,0.0,0.234,0.404,113.311,349187,3,65
611,0.3,0.932,7,-7.188,1,0.0678,0.000126,0.00481,0.273,0.276,104.922,283339,3,46
612,0.373,0.961,2,-3.16,1,0.0996,3.49e-05,1.46e-05,0.271,0.543,168.131,203573,4,57
613,0.476,0.731,0,-7.658,1,0.148,0.484,0.000392,0.129,0.613,126.8,142613,4,33
614,0.495,0.94,0,-5.785,0,0.0603,0.0124,2.15e-05,0.237,0.362,129.995,378549,4,33
615,0.399,0.955,4,-5.593,0,0.163,0.00838,0.0,0.0759,0.152,95.498,266733,4,58
616,0.31,0.403,0,-13.664,1,0.0326,0.0726,9.27e-05,0.139,0.466,134.48,318027,4,71
617,0.65,0.628,2,-6.879,1,0.0645,0.534,0.0,0.28,0.554,79.069,174684,4,53
618,0.222,0.971,7,-4.248,1,0.245,5.1e-05,0.209,0.0931,0.0825,88.531,220280,4,42
619,0.465,0.483,7,-13.882,0,0.0343,0.828,0.771,0.248,0.804,146.014,110493,4,41
620,0.644,0.744,11,-5.2,1,0.0364,0.0828,0.0,0.304,0.583,93.014,188091,4,30
621,0.597,0.931,11,-4.591,0,0.0984,0.127,0.0,0.0504,0.534,92.003,235200,4,65
622,0.411,0.0155,5,-28.791,0,0.0406,0.995,0.88,0.0813,0.0379,97.841,198493,3,51
623,0.43,0.868,0,-4.44,1,0.0639,0.000119,0.000389,0.0836,0.164,138.807,189853,3,55
624,0.482,0.319,2,-8.766,1,0.0256,0.49,0.000392,0.157,0.119,75.826,191976,4,35
625,0.515,0.992,7,-6.32,1,0.08,0.0011,6.86e-06,0.382,0.112,122.017,236000,4,65
626,0.477,0.996,1,-3.206,1,0.124,0.0112,0.0,0.335,0.203,132.677,191496,4,37
627,0.345,0.811,1,-11.948,0,0.0654,0.0606,0.0466,0.357,0.625,142.834,183824,4,43
628,0.736,0.811,9,-4.17,0,0.081,0.00132,0.000142,0.107,0.609,103.502,216733,4,72
629,0.327,0.873,9,-6.876,0,0.0902,0.00718,0.000488,0.663,0.219,109.058,216293,4,51
630,0.497,0.425,8,-9.121,1,0.122,0.351,0.221,0.155,0.432,99.847,174545,4,32
631,0.334,0.923,4,-3.143,0,0.0901,0.0163,0.0,0.274,0.25,179.977,346053,3,40
632,0.524,0.939,9,-3.994,1,0.113,0.00022,0.0,0.623,0.661,150.184,184867,4,74
633,0.397,0.958,11,-3.846,0,0.0437,0.0043,0.0,0.273,0.425,87.096,210547,4,46
634,0.0655,0.0235,6,-27.544,0,0.0425,0.969,0.882,0.14,0.0388,66.384,410440,4,44
635,0.443,0.781,1,-4.277,1,0.0377,1.33e-05,0.205,0.166,0.372,71.841,214760,4,75
636,0.657,0.746,7,-6.305,1,0.107,0.293,0.0,0.192,0.794,114.936,137739,4,36
637,0.618,0.938,9,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455,269000,4,81
638,0.47,0.833,9,-4.304,1,0.0574,0.427,0.0,0.1,0.368,149.969,233213,4,38
639,0.539,0.44,2,-6.96,1,0.0402,0.647,0.0,0.107,0.478,183.83,257473,4,51
640,0.356,0.96,4,-3.487,1,0.104,0.0142,0.0,0.209,0.0857,125.921,204733,4,74
641,0.785,0.892,9,-4.71,1,0.0356,0.0711,0.00051,0.113,0.974,120.115,179160,4,63
642,0.584,0.539,11,-8.1,1,0.0611,0.432,2.82e-05,0.108,0.514,85.782,248907,4,56
643,0.595,0.591,3,-7.147,1,0.0528,0.256,0.0,0.349,0.688,193.918,172113,4,40
644,0.451,0.893,7,-2.721,1,0.0627,0.0243,0.0,0.0813,0.0971,139.763,238173,4,54
645,0.239,0.987,1,-4.496,0,0.189,0.000443,0.0,0.465,0.255,154.203,257400,4,40
646,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,216880,4,84
647,0.575,0.667,8,-5.209,1,0.0324,0.31,0.0,0.0917,0.406,139.908,224160,4,50
648,0.292,0.985,10,-3.763,0,0.201,0.000223,1.2e-06,0.348,0.175,124.186,237400,4,41
649,0.18,0.221,10,-11.331,1,0.0468,0.947,0.709,0.105,0.227,81.641,242003,4,50
650,0.368,0.951,11,-5.973,0,0.105,8.26e-05,3.66e-05,0.203,0.0796,184.031,277187,4,49
651,0.395,0.245,9,-17.024,0,0.0415,0.964,0.84,0.0974,0.311,87.08,370013,4,38
652,0.352,0.549,1,-6.893,0,0.0327,0.118,9.31e-06,0.112,0.247,83.948,239520,3,53
653,0.572,0.688,9,-4.96,1,0.0608,0.0474,0.0,0.072,0.856,138.841,125320,4,51
654,0.446,0.964,10,-5.47,0,0.169,0.000906,0.0,0.131,0.308,164.009,210987,4,48
655,0.67,0.354,7,-12.587,1,0.0326,0.698,0.000166,0.109,0.33,127.136,249771,4,48
656,0.26,0.923,7,-5.023,1,0.157,0.00108,0.0,0.763,0.387,170.605,242133,4,56
657,0.797,0.39,2,-6.594,1,0.0303,0.726,0.0,0.144,0.536,97.944,188666,4,60
658,0.477,0.237,4,-10.256,0,0.0438,0.829,0.0,0.107,0.362,74.207,248768,4,50
659,0.298,0.96,11,-5.474,0,0.0859,7.44e-05,0.0718,0.164,0.105,110.473,249613,3,49
660,0.351,0.503,5,-7.315,1,0.0322,0.752,0.0,0.0951,0.127,113.873,251538,5,51
661,0.531,0.478,8,-6.853,0,0.0528,0.753,0.0,0.103,0.408,143.81,205683,4,48
662,0.392,0.0152,6,-30.684,0,0.0424,0.996,0.885,0.081,0.12,74.963,359464,4,54
663,0.386,0.949,8,-3.701,0,0.0486,0.000105,0.0,0.132,0.55,105.219,247427,4,47
