,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popularity
137,0.528,0.423,8,-7.381,1,0.0264,0.678,0.00148,0.167,0.249,135.917,214852,4,62
138,0.699,0.3,1,-16.01,1,0.0496,0.923,0.000601,0.0896,0.308,120.091,270979,4,14
139,0.329,0.806,1,-11.925,1,0.0596,0.0565,0.21,0.355,0.619,142.625,181760,4,32
140,0.372,0.904,5,-4.438,1,0.106,0.007,1.34e-06,0.112,0.362,159.081,231507,4,61
141,0.566,0.494,10,-12.242,0,0.0619,0.106,0.179,0.133,0.591,96.641,199667,4,53
142,0.494,0.936,11,-7.195,0,0.0398,0.0112,0.000693,0.276,0.834,107.543,224480,4,64
143,0.574,0.341,1,-6.269,1,0.0296,0.921,0.0,0.216,0.194,136.113,288659,4,46
144,0.489,0.891,6,-4.507,0,0.0574,1.33e-05,3.16e-06,0.0722,0.558,145.016,242040,4,48
145,0.531,0.984,3,-3.767,0,0.0652,0.0017,1.13e-05,0.361,0.386,107.036,268480,4,67
146,0.583,0.574,0,-9.044,1,0.0239,0.0282,2.14e-06,0.114,0.578,104.995,263573,4,58
147,0.304,0.629,11,-5.979,1,0.0398,0.276,0.0,0.0948,0.349,71.88,202867,4,29
148,0.494,0.735,5,-8.347,1,0.0345,0.00401,3.14e-06,0.544,0.742,132.526,283000,4,44
149,0.647,0.896,4,-5.949,1,0.0509,0.0709,0.0505,0.0614,0.953,118.729,215400,4,65
150,0.273,0.973,1,-3.324,0,0.0807,0.000892,0.0,0.388,0.179,133.428,229120,4,62
151,0.442,0.951,11,-5.27,1,0.11,0.00648,1.12e-06,0.0887,0.158,154.004,374973,4,66
152,0.387,0.98,10,-3.582,0,0.106,5.5e-05,0.00275,0.236,0.191,103.963,276359,4,44
153,0.532,0.675,0,-8.526,1,0.0606,0.00968,0.124,0.0765,0.483,142.091,214093,4,32
154,0.255,0.702,6,-5.308,0,0.0463,0.422,0.00146,0.343,0.328,174.65,306627,3,28
155,0.306,0.314,5,-6.821,1,0.0289,0.885,0.0,0.12,0.215,91.854,261600,3,45
156,0.383,0.975,4,-2.148,1,0.134,0.00988,0.0,0.098,0.377,133.148,117907,5,40
157,0.449,0.936,2,-5.554,1,0.185,0.0438,5.11e-06,0.246,0.458,189.771,264307,4,34
158,0.584,0.784,9,-9.928,1,0.0367,0.0278,0.27,0.315,0.795,94.474,112400,4,44
159,0.4,0.267,10,-12.488,1,0.0323,0.744,0.00734,0.103,0.0872,144.799,225000,3,67
160,0.327,0.991,9,-4.522,1,0.16,1.84e-05,0.84,0.311,0.111,137.21,255034,4,50
161,0.444,0.971,4,-2.238,0,0.146,0.000322,0.0,0.0533,0.542,89.706,171267,4,47
162,0.647,0.661,8,-5.772,1,0.0429,0.027,3.91e-05,0.0971,0.611,91.018,187253,4,28
163,0.605,0.526,9,-11.994,0,0.0388,0.348,2.35e-06,0.139,0.54,102.332,145587,4,39
164,0.805,0.736,6,-4.554,1,0.0348,0.182,5.36e-05,0.116,0.846,89.999,227293,4,21
165,0.738,0.455,3,-8.735,1,0.0352,0.695,0.0,0.107,0.441,99.945,174560,4,0
166,0.519,0.445,0,-5.452,0,0.206,0.434,0.0,0.258,0.505,200.021,151733,4,65
167,0.366,0.936,10,-5.269,1,0.0762,1.04e-05,0.0,0.365,0.261,164.065,161159,4,44
168,0.199,0.955,3,-2.774,0,0.111,0.00191,2.1e-05,0.098,0.454,184.916,194800,4,59
169,0.516,0.513,2,-10.762,1,0.0288,0.159,0.00957,0.0612,0.694,99.735,293933,4,61
170,0.163,0.0994,5,-24.845,1,0.0443,0.785,0.903,0.101,0.0359,68.778,284853,4,50
171,0.447,0.513,1,-10.046,0,0.0279,0.751,0.803,0.1,0.438,77.995,281658,4,54
172,0.581,0.951,1,-3.978,1,0.0633,0.0003,2.48e-05,0.339,0.46,95.014,192000,4,37
173,0.428,0.979,1,-2.929,1,0.225,7.04e-05,0.0,0.129,0.292,104.84,171107,4,63
174,0.5,0.672,1,-4.755,1,0.031,0.207,0.0,0.118,0.187,75.067,206426,4,51
175,0.241,0.604,7,-3.817,1,0.0313,0.0672,4.98e-05,0.0541,0.417,173.134,190600,4,52
176,0.358,0.959,2,-3.139,0,0.0874,0.00364,0.000237,0.356,0.171,91.938,242413,4,59
177,0.782,0.851,2,-3.808,0,0.214,0.17,0.000234,0.063,0.876,105.094,169143,4,29
178,0.569,0.871,10,-6.213,0,0.0505,0.00776,0.000731,0.724,0.455,126.069,242403,4,42
179,0.417,0.738,0,-6.815,1,0.0615,0.0909,0.0,0.577,0.469,195.985,200440,4,51
180,0.366,0.00533,3,-34.215,1,0.045,0.995,0.934,0.154,0.188,76.436,484220,4,35
181,0.742,0.743,10,-6.293,0,0.0508,0.00935,0.0,0.22,0.485,135.012,301800,4,57
182,0.572,0.633,11,-7.832,1,0.0269,0.367,0.0,0.114,0.509,90.571,169318,4,45
183,0.78,0.869,9,-7.255,1,0.0517,0.0744,0.004,0.0621,0.957,157.902,161133,4,65
184,0.48,0.946,3,-4.584,0,0.0596,0.000463,1.72e-06,0.133,0.432,100.003,249600,4,48
185,0.406,0.492,4,-6.837,1,0.0303,0.671,0.0,0.0992,0.279,91.241,238267,4,57
186,0.49,0.728,4,-4.946,0,0.0302,0.000723,1.3e-05,0.628,0.394,100.025,233343,4,42
187,0.497,0.0263,8,-20.774,0,0.0567,0.994,0.956,0.109,0.444,91.563,266527,4,13
188,0.573,0.304,0,-14.31,1,0.0309,0.332,1.27e-06,0.111,0.256,102.686,182653,4,33
189,0.577,0.446,3,-13.555,1,0.171,0.469,0.00289,0.185,0.716,197.872,176970,4,27
190,0.179,0.912,4,-3.881,0,0.0791,0.0014,0.000294,0.582,0.289,182.99,231533,3,74
191,0.649,0.923,1,-4.537,1,0.0348,4.51e-05,0.623,0.369,0.517,108.217,182200,4,55
192,0.618,0.716,6,-8.224,0,0.0367,0.00473,0.822,0.179,0.545,92.174,173267,4,64
193,0.397,0.912,1,-4.106,1,0.0719,9.45e-05,0.874,0.139,0.295,170.062,251470,4,31
194,0.554,0.833,2,-6.667,0,0.0347,0.000646,0.0025,0.0737,0.773,142.673,212227,4,68
195,0.396,0.986,11,-4.467,0,0.0574,0.000981,0.000409,0.23,0.546,110.72,207693,4,54
196,0.467,0.0823,7,-12.525,1,0.0428,0.898,0.00397,0.101,0.17,130.585,303152,4,18
197,0.417,0.202,2,-10.881,1,0.0442,0.957,0.00862,0.0689,0.635,69.177,206720,3,59
198,0.649,0.896,10,-2.704,0,0.056,0.000319,1.19e-05,0.102,0.924,90.009,278707,4,66
199,0.648,0.732,5,-5.194,1,0.0821,0.225,0.00132,0.0682,0.324,159.88,95587,4,58
200,0.587,0.968,11,-9.393,1,0.0527,0.000869,0.000606,0.329,0.845,99.231,143293,4,52
201,0.725,0.524,11,-11.121,1,0.116,0.0748,0.764,0.0819,0.961,185.134,203267,4,61
202,0.241,0.97,10,-4.246,0,0.104,7.35e-05,0.0,0.904,0.621,159.93,180840,4,63
203,0.409,0.918,0,-6.575,0,0.0637,0.000208,9.21e-05,0.114,0.301,159.92,426160,4,34
204,0.764,0.662,9,-10.231,0,0.263,0.28,0.000437,0.0918,0.808,88.784,237400,4,44
205,0.632,0.706,7,-7.391,1,0.0676,0.0749,0.0413,0.0356,0.945,171.199,190333,4,53
206,0.357,0.943,6,-4.648,1,0.163,5.22e-05,0.00863,0.17,0.311,118.665,173221,3,47
207,0.63,0.477,4,-8.508,1,0.0248,0.539,0.000226,0.118,0.192,100.012,226169,4,46
208,0.215,0.24,10,-12.597,1,0.0407,0.842,5.9e-06,0.135,0.0892,128.729,211093,5,54
209,0.435,0.912,5,-6.895,0,0.0965,0.555,0.537,0.773,0.321,138.564,175893,4,39
210,0.394,0.329,4,-12.218,1,0.0345,0.78,7.16e-05,0.102,0.268,72.345,260440,4,35
211,0.542,0.91,7,-8.924,1,0.0873,0.00228,0.00524,0.0686,0.775,101.774,173320,4,68
212,0.594,0.554,11,-5.004,1,0.0386,0.465,0.0,0.133,0.668,77.527,145360,4,51
213,0.401,0.13,5,-17.638,1,0.0312,0.989,0.305,0.101,0.213,93.091,210653,4,63
214,0.299,0.937,6,-4.657,0,0.0677,4.48e-05,7.77e-05,0.283,0.225,170.775,225768,4,49
215,0.575,0.555,4,-7.495,1,0.0453,0.103,1.3e-06,0.111,0.504,95.361,232467,4,73
216,0.53,0.647,0,-11.221,1,0.0327,0.00223,0.485,0.454,0.726,154.818,235933,4,55
217,0.226,0.975,10,-5.166,0,0.107,5.4e-06,0.655,0.307,0.42,100.01,178280,4,42
218,0.527,0.923,2,-7.458,1,0.0379,0.000541,0.765,0.127,0.899,146.924,208453,4,68
219,0.213,0.927,7,-3.378,0,0.14,0.000729,4.85e-06,0.081,0.28,162.109,348387,4,62
220,0.398,0.864,10,-8.199,1,0.0492,0.523,0.0,0.0985,0.782,148.47,135747,4,38
221,0.586,0.563,2,-7.807,1,0.0412,0.00372,0.0,0.0839,0.216,118.044,229316,4,42
222,0.501,0.813,11,-8.192,1,0.0639,0.0455,4.75e-05,0.131,0.495,136.59,138707,4,69
223,0.54,0.746,7,-9.412,1,0.045,0.13,8.73e-06,0.0976,0.826,163.809,219867,4,61
224,0.332,0.0525,0,-24.1,1,0.0388,0.991,0.891,0.0683,0.097,78.853,158600,3,61
225,0.484,0.425,2,-10.851,1,0.288,0.338,2.02e-05,0.0429,0.603,197.674,203507,4,31
226,0.443,0.727,4,-7.951,1,0.145,0.263,0.000141,0.169,0.566,160.82,253333,4,69
227,0.482,0.916,5,-4.557,1,0.0473,3.51e-05,0.000588,0.0474,0.385,96.101,235160,4,57
228,0.573,0.913,5,-6.52,0,0.0409,0.00861,0.0273,0.114,0.795,88.418,260810,4,72
229,0.619,0.579,4,-9.307,1,0.0473,0.0152,6.4e-05,0.0858,0.69,127.224,225627,4,71
230,0.463,0.926,7,-3.204,1,0.122,0.0555,0.0,0.478,0.437,91.197,284987,4,50
231,0.457,0.986,1,-3.058,0,0.125,1.48e-05,0.0126,0.123,0.104,140.002,287533,4,37
232,0.639,0.929,0,-4.762,1,0.212,0.00326,0.0501,0.242,0.688,103.758,214707,4,55
233,0.487,0.803,0,-4.871,0,0.034,0.145,0.0,0.081,0.255,75.021,173000,4,51
234,0.187,0.76,11,-6.844,0,0.0595,0.00486,0.00503,0.109,0.0777,86.943,366483,4,35
235,0.76,0.546,2,-6.504,0,0.0461,0.581,5.94e-05,0.116,0.471,100.103,138000,4,25
236,0.474,0.937,0,-3.703,1,0.0708,0.00039,0.0276,0.307,0.386,160.023,304440,4,37
237,0.416,0.839,9,-5.324,1,0.0379,0.47,0.0787,0.193,0.894,151.774,245627,4,57
238,0.498,0.342,9,-14.183,0,0.0383,0.938,0.0515,0.0648,0.608,106.316,201133,4,39
239,0.434,0.614,6,-8.334,1,0.0525,0.486,0.000196,0.394,0.787,147.681,109667,4,35
240,0.487,0.978,10,-1.451,0,0.111,0.00014,0.0251,0.307,0.266,100.0,265000,4,57
241,0.762,0.651,0,-13.34,1,0.0655,0.00198,0.856,0.111,0.941,130.395,449160,4,71
242,0.714,0.665,11,-8.213,0,0.198,0.000486,0.539,0.0728,0.885,129.924,238720,4,53
243,0.615,0.477,2,-8.816,1,0.092,0.0558,6.25e-05,0.231,0.731,156.008,259467,4,49
244,0.415,0.00977,10,-35.055,1,0.0409,0.993,0.965,0.11,0.142,91.468,318320,4,36
245,0.413,0.725,3,-5.787,0,0.0324,0.369,2.16e-05,0.0905,0.44,124.618,429760,4,70
246,0.501,0.905,11,-5.721,0,0.0518,1.88e-05,0.765,0.383,0.584,123.277,225307,4,70
247,0.491,0.5,0,-8.346,0,0.0362,0.409,0.000374,0.153,0.311,132.085,208860,4,43
248,0.692,0.711,0,-7.498,0,0.0317,0.225,0.0,0.12,0.875,125.135,216933,4,81
249,0.402,0.597,2,-9.258,1,0.0327,0.0385,2.09e-06,0.109,0.496,81.806,287000,4,66
250,0.294,0.97,4,-4.942,1,0.265,0.000706,0.0,0.123,0.144,166.475,234707,4,59
251,0.449,0.267,10,-15.301,1,0.0288,0.977,0.934,0.119,0.104,88.003,218800,4,43
252,0.727,0.767,2,-5.781,1,0.0519,0.138,3.8e-05,0.1,0.774,113.05,168186,4,28
253,0.684,0.446,5,-9.256,0,0.0726,0.216,3.48e-06,0.102,0.383,80.963,192593,4,21
254,0.165,0.932,0,-4.973,1,0.105,0.000707,1.6e-06,0.357,0.159,69.031,276402,4,21
255,0.389,0.905,8,-4.494,0,0.0354,0.00844,0.00016,0.124,0.672,121.836,190493,4,62
256,0.494,0.862,4,-9.158,0,0.0273,0.012,0.213,0.228,0.59,112.596,292800,4,65
257,0.438,0.411,4,-7.728,1,0.031,0.758,0.0,0.128,0.173,175.627,219529,4,34
258,0.67,0.37,11,-9.242,1,0.0284,0.794,0.0,0.0924,0.419,120.047,217164,4,32
259,0.504,0.69,7,-6.187,1,0.0291,0.0394,0.0,0.0918,0.566,87.963,176099,4,48
260,0.16,0.231,0,-9.086,1,0.0381,0.728,0.0928,0.133,0.137,82.757,175240,4,49
261,0.48,0.983,1,-6.022,0,0.0571,3.99e-05,0.112,0.0582,0.567,102.484,201115,4,40
262,0.445,0.035,10,-21.356,1,0.0478,0.994,0.927,0.0983,0.181,131.467,579840,4,8
263,0.333,0.877,5,-1.894,0,0.0603,0.00332,0.00101,0.769,0.285,175.095,188187,4,63
264,0.489,0.98,7,-4.465,1,0.0896,7.86e-06,0.00874,0.0983,0.278,130.055,197615,4,0
265,0.711,0.717,10,-5.262,1,0.159,0.299,0.0,0.174,0.664,99.891,175200,4,31
266,0.59,0.587,7,-7.345,1,0.0355,0.76,1.06e-05,0.538,0.623,137.973,171027,4,37
267,0.7,0.696,7,-5.356,1,0.0525,0.262,0.0,0.107,0.293,124.825,194867,4,56
268,0.596,0.598,0,-13.409,1,0.0268,0.00808,3.07e-06,0.241,0.595,113.825,213373,4,63
269,0.497,0.983,8,-4.496,1,0.128,3.11e-05,0.0,0.226,0.419,135.058,163157,4,19
270,0.546,0.97,5,-2.661,0,0.097,0.000823,2.08e-05,0.275,0.383,100.065,216427,4,69
271,0.418,0.458,4,-8.592,1,0.0266,0.6,0.0189,0.109,0.204,78.679,232686,4,37
272,0.293,0.275,3,-13.281,0,0.0326,0.963,0.958,0.145,0.157,106.786,124653,4,29
273,0.482,0.972,1,-6.42,1,0.0921,4.71e-05,0.81,0.378,0.277,141.93,230663,3,45
274,0.504,0.918,0,-3.463,1,0.0517,0.00164,2.12e-05,0.78,0.539,92.031,294827,4,69
275,0.136,0.164,4,-18.756,0,0.0364,0.911,0.916,0.109,0.071,58.303,166867,4,63
276,0.443,0.933,6,-7.018,0,0.0463,0.0051,0.0,0.345,0.517,154.055,251000,4,56
277,0.323,0.978,5,-3.841,1,0.118,0.0422,0.00019,0.201,0.168,134.222,211973,4,55
278,0.323,0.996,0,-1.303,1,0.352,4.22e-05,0.0294,0.375,0.415,74.059,189735,4,50
279,0.285,0.86,4,-5.882,1,0.0537,0.000851,0.0,0.0815,0.209,106.613,264413,3,57
280,0.637,0.682,11,-11.625,1,0.0366,0.0112,0.0234,0.0473,0.714,129.983,224907,4,59
281,0.257,0.848,6,-6.365,0,0.052,8.79e-06,0.0254,0.0636,0.197,199.882,248027,4,33
282,0.373,0.679,0,-9.195,1,0.0393,7.83e-05,0.116,0.247,0.42,90.974,223267,4,55
283,0.506,0.983,10,-6.031,1,0.0894,1.56e-05,0.503,0.161,0.072,108.009,285367,4,39
284,0.434,0.911,4,-6.89,1,0.11,0.000151,0.0643,0.357,0.426,139.702,131143,4,47
285,0.431,0.408,8,-8.411,1,0.0309,0.531,0.0,0.929,0.214,143.022,291853,4,44
286,0.466,0.672,4,-5.926,1,0.036,0.737,0.0,0.0858,0.334,89.081,198520,4,61
287,0.355,0.946,1,-5.821,1,0.136,0.00108,0.367,0.193,0.143,179.803,109200,3,47
288,0.557,0.32,1,-10.792,0,0.0438,0.739,3.99e-05,0.112,0.377,176.647,204533,4,58
289,0.544,0.885,7,-9.975,1,0.0732,0.0383,0.0121,0.369,0.208,115.302,289893,4,35
290,0.437,0.971,0,-3.816,1,0.103,0.0643,0.0,0.335,0.0398,135.046,209034,4,37
291,0.6,0.87,9,-3.413,0,0.0704,0.0593,0.00635,0.104,0.659,160.502,184687,4,64
292,0.287,0.991,10,-0.645,0,0.123,0.00657,0.00489,0.368,0.108,159.831,199747,4,38
293,0.486,0.742,11,-7.406,0,0.0637,0.0416,0.00295,0.186,0.181,108.335,414926,4,52
294,0.518,0.493,7,-11.077,0,0.0311,0.402,0.0107,0.112,0.816,89.494,194333,3,39
295,0.0,0.0842,9,-19.397,1,0.0,0.755,0.889,0.262,0.0,0.0,432533,0,58
296,0.192,0.0231,9,-28.434,0,0.0464,0.984,0.558,0.0776,0.04,70.368,166133,5,49
297,0.683,0.594,2,-8.289,1,0.0347,0.385,8.61e-05,0.121,0.734,115.099,250400,4,70
298,0.202,0.161,10,-22.956,0,0.0484,0.989,0.891,0.134,0.187,166.287,360196,4,54
299,0.458,0.878,10,-6.035,0,0.0601,0.000201,0.0819,0.223,0.348,98.144,253440,4,51
300,0.553,0.6,9,-7.249,1,0.0265,2.99e-05,2.17e-06,0.0916,0.681,76.335,273427,4,38
301,0.259,0.991,5,-2.278,1,0.121,0.000136,2.99e-06,0.29,0.0372,110.038,316599,4,49
302,0.239,0.266,7,-9.859,1,0.0292,0.906,0.00108,0.161,0.199,87.632,204000,4,14
303,0.213,0.957,3,-2.967,1,0.235,0.00156,0.0,0.394,0.157,196.118,242080,3,60
304,0.626,0.667,0,-11.817,0,0.0283,0.209,0.000257,0.0779,0.83,112.776,257631,4,61
305,0.31,0.874,1,-11.889,1,0.152,0.000416,0.712,0.0695,0.096,131.717,279973,4,45
306,0.36,0.909,8,-6.827,1,0.0663,0.000347,3.28e-05,0.282,0.647,155.293,217387,4,57
307,0.507,0.493,0,-6.676,1,0.0267,0.0397,1.32e-06,0.102,0.261,97.85,173961,4,60
308,0.701,0.341,1,-12.26,0,0.0418,0.499,0.903,0.359,0.163,105.513,151507,3,58
309,0.306,0.816,9,-10.498,0,0.0481,0.00846,0.954,0.212,0.494,192.01,226128,4,44
310,0.423,0.381,0,-5.507,1,0.0303,0.649,0.0,0.143,0.355,79.525,182122,4,16
311,0.797,0.872,9,-6.727,0,0.0575,0.291,0.0,0.284,0.866,129.885,222427,4,72
312,0.37,0.42,2,-9.032,1,0.033,0.973,0.926,0.115,0.28,127.205,258963,4,21
313,0.477,0.899,2,-6.06,1,0.122,0.000241,0.000147,0.0598,0.555,104.821,256293,4,45
314,0.405,0.962,10,-3.604,1,0.0801,1.01e-05,0.219,0.501,0.18,144.989,217667,4,37
315,0.356,0.914,6,-5.698,1,0.0689,0.00108,0.0,0.139,0.149,136.104,180027,4,50
316,0.233,0.931,9,-5.063,1,0.0874,1.1e-05,2.75e-06,0.117,0.145,134.978,264653,4,50
317,0.386,0.492,0,-13.402,1,0.038,0.303,0.889,0.235,0.699,168.752,133933,4,43
318,0.481,0.973,7,-1.945,1,0.0542,0.0037,0.000877,0.325,0.362,99.331,195520,4,69
319,0.632,0.893,7,-6.04,1,0.0455,0.0143,5.24e-06,0.0741,0.773,149.97,253800,4,60
320,0.553,0.901,0,-6.202,1,0.0454,0.0103,0.00312,0.0571,0.617,106.943,283027,4,37
321,0.509,0.93,0,-2.689,0,0.0474,0.00137,0.0,0.152,0.783,154.946,149640,4,62
322,0.612,0.351,11,-9.592,1,0.0303,0.536,0.000102,0.0838,0.433,134.515,220363,4,31
323,0.683,0.558,6,-9.935,0,0.0474,0.579,0.000459,0.11,0.47,94.92,156501,4,30
324,0.554,0.963,6,-3.762,0,0.035,0.000244,0.0702,0.431,0.918,128.175,195147,4,76
325,0.239,0.941,2,-4.535,0,0.0967,2.3e-05,2.38e-06,0.327,0.223,81.844,192787,3,54
326,0.587,0.572,7,-5.296,1,0.0274,0.755,7.18e-06,0.208,0.394,135.942,257785,4,52
327,0.399,0.957,10,-3.112,0,0.108,0.00156,0.0,0.34,0.3,169.996,286540,4,33
328,0.472,0.491,2,-7.219,1,0.0267,0.352,2e-06,0.193,0.207,81.927,208893,4,40
329,0.451,0.818,2,-8.124,1,0.0439,0.135,2.92e-05,0.052,0.755,124.532,229360,4,64
330,0.402,0.737,11,-4.419,1,0.0382,0.00613,1.08e-06,0.126,0.626,173.818,213613,4,40
331,0.283,0.891,2,-8.165,1,0.178,0.00678,0.0038,0.159,0.226,92.049,258267,4,68
332,0.579,0.812,1,-6.509,0,0.0693,0.00114,0.00333,0.115,0.278,152.002,223747,4,69
333,0.336,0.173,11,-14.492,0,0.0477,0.99,0.927,0.076,0.0374,118.564,332360,3,54
334,0.0977,0.0639,7,-26.691,1,0.0402,0.919,0.9,0.244,0.0395,88.025,90187,3,35
335,0.44,0.904,11,-4.409,0,0.177,0.275,7.45e-06,0.106,0.546,138.104,167840,4,50
336,0.659,0.506,4,-8.318,1,0.0384,0.45,0.0,0.134,0.388,132.979,277591,4,17
337,0.386,0.408,4,-5.568,0,0.0285,0.687,0.0,0.182,0.398,149.675,237107,4,56
338,0.661,0.349,7,-13.926,0,0.0658,0.837,0.86,0.0589,0.361,128.191,312415,4,14
339,0.731,0.875,7,-6.393,1,0.0457,0.000367,0.858,0.289,0.164,112.78,594453,4,60
340,0.201,0.777,1,-10.167,1,0.0705,0.304,0.78,0.0981,0.235,145.733,433573,4,56
341,0.488,0.997,5,-3.558,1,0.182,0.00381,0.75,0.313,0.0749,125.041,268871,4,49
342,0.445,0.935,10,-4.444,0,0.0906,0.000207,0.00538,0.256,0.185,109.985,232635,4,43
343,0.435,0.971,7,-5.603,1,0.0832,5.95e-06,1.98e-05,0.1,0.267,89.993,199000,4,39
344,0.33,0.556,7,-11.494,1,0.0796,0.207,4.39e-05,0.315,0.506,173.828,222279,4,57
345,0.69,0.681,9,-5.653,1,0.0379,0.0623,0.0,0.137,0.911,75.034,136147,4,67
346,0.628,0.863,4,-4.384,1,0.0399,0.0187,0.0,0.0976,0.719,105.94,196493,4,36
347,0.626,0.792,0,-2.734,1,0.0721,0.000126,0.022,0.438,0.433,133.212,188600,4,66
348,0.334,0.974,0,-3.597,1,0.156,2e-05,3.26e-05,0.404,0.305,178.051,228304,4,41
349,0.492,0.969,9,-4.419,1,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,157333,4,77
350,0.335,0.858,7,-4.565,1,0.0532,0.00289,0.0,0.148,0.451,177.981,230427,4,57
351,0.63,0.653,11,-3.592,1,0.0252,0.175,0.0,0.108,0.442,104.003,201280,4,56
352,0.557,0.978,0,-3.965,1,0.0493,0.000393,4.42e-06,0.287,0.499,149.887,154907,4,63
353,0.538,0.752,10,-5.106,1,0.0396,0.0608,5.39e-06,0.118,0.217,139.984,205107,4,70
354,0.474,0.969,5,-5.609,0,0.0911,0.00145,0.000567,0.0738,0.192,140.056,397027,4,44
355,0.425,0.936,8,-5.52,0,0.0829,2.1e-05,0.0,0.926,0.417,158.046,219107,4,63
356,0.318,0.808,8,-7.186,1,0.0703,0.000257,0.0146,0.283,0.219,147.74,304613,4,46
357,0.556,0.812,0,-4.193,1,0.0469,0.0171,0.143,0.143,0.181,99.935,273067,4,56
358,0.401,0.901,1,-5.011,0,0.041,0.0704,0.0,0.538,0.839,134.799,193320,4,69
359,0.47,0.909,9,-5.215,0,0.0339,0.00732,0.304,0.314,0.534,161.647,219067,4,55
360,0.439,0.971,11,-5.855,0,0.177,0.0148,1.34e-05,0.255,0.24,118.369,163880,4,54
361,0.551,0.904,2,-4.337,1,0.0448,2.55e-05,0.0663,0.249,0.546,114.996,186359,4,49
362,0.376,0.0164,9,-25.933,0,0.0475,0.991,0.866,0.116,0.0364,108.821,131200,4,58
363,0.32,0.94,2,-4.823,0,0.0866,0.000402,0.14,0.235,0.0724,182.189,234547,4,48
364,0.157,0.0553,9,-23.391,1,0.0381,0.984,0.8,0.107,0.0421,83.299,136960,4,49
365,0.382,0.996,7,-4.119,1,0.104,0.00208,0.0,0.417,0.327,93.345,147840,4,71
366,0.612,0.747,0,-8.281,1,0.0267,0.0236,0.0,0.315,0.781,91.998,250924,4,43
367,0.435,0.845,0,-6.091,0,0.046,8.19e-05,5.63e-05,0.521,0.34,128.059,303253,4,40
368,0.612,0.561,8,-7.374,1,0.0312,0.359,0.0,0.11,0.361,119.959,223448,4,52
369,0.428,0.781,1,-6.823,0,0.281,0.0675,0.000781,0.615,0.709,93.244,146480,4,64
370,0.52,0.84,6,-4.296,1,0.0447,0.0207,0.0,0.173,0.656,153.938,199093,4,39
371,0.513,0.978,2,-3.641,1,0.224,0.000926,0.881,0.0963,0.236,134.945,248560,4,38
372,0.483,0.918,4,-4.955,0,0.0588,0.00229,0.0022,0.155,0.224,90.0,288167,4,33
373,0.499,0.397,2,-9.279,1,0.0326,0.747,2.12e-05,0.112,0.208,147.963,206854,4,47
374,0.633,0.834,7,-6.072,1,0.0327,0.0542,1.76e-05,0.115,0.869,97.991,218000,4,40
375,0.235,0.0639,11,-24.404,0,0.049,0.962,0.603,0.466,0.0781,120.736,200360,3,55
376,0.172,0.964,4,-4.962,0,0.202,0.000138,1.51e-05,0.0932,0.0388,139.976,384286,4,38
377,0.19,0.02,11,-33.983,0,0.0489,0.994,0.897,0.118,0.114,214.261,221401,4,42
378,0.276,0.449,4,-11.428,1,0.0375,0.00782,0.783,0.108,0.278,101.687,230987,4,61
379,0.42,0.965,0,-1.986,1,0.0403,0.0981,0.000335,0.0784,0.846,176.243,169920,4,63
380,0.604,0.416,2,-17.154,0,0.0372,0.000315,0.0165,0.0897,0.512,112.338,239360,4,63
381,0.578,0.515,11,-9.541,1,0.0347,0.05,0.0268,0.119,0.302,112.879,216733,4,55
382,0.48,0.852,9,-6.729,0,0.217,0.469,5.54e-05,0.162,0.934,201.777,210125,5,37
383,0.523,0.501,1,-9.276,1,0.0366,0.459,0.0,0.0818,0.391,158.179,201267,4,62
384,0.192,0.757,9,-5.253,1,0.0844,4.68e-05,0.00133,0.123,0.294,83.105,243467,5,53
385,0.555,0.829,11,-3.374,1,0.0341,0.105,0.0,0.126,0.487,139.99,198142,4,0
386,0.552,0.836,6,-5.608,1,0.0453,0.00942,0.0,0.372,0.432,140.496,208280,4,68
387,0.22,0.947,2,-4.263,1,0.129,9.06e-05,1.71e-06,0.0651,0.277,181.419,211595,3,42
388,0.623,0.983,11,-3.548,0,0.151,9.62e-05,0.0617,0.261,0.271,134.975,162293,4,64
389,0.73,0.688,4,-6.666,1,0.107,0.0285,0.00143,0.0908,0.488,105.95,155531,4,27
390,0.59,0.372,7,-12.37,1,0.0318,0.00105,0.00929,0.316,0.306,99.887,210907,4,68
391,0.401,0.311,8,-7.327,1,0.0437,0.754,0.0,0.279,0.282,79.197,253293,4,48
392,0.429,0.978,11,-4.88,1,0.126,0.000227,6.81e-06,0.0583,0.43,121.651,191360,4,54
393,0.576,0.864,6,-3.981,1,0.0462,0.02,1.68e-06,0.683,0.609,97.225,272973,4,73
394,0.594,0.692,11,-9.444,0,0.114,0.0131,0.678,0.0647,0.552,153.47,576703,4,55
395,0.385,0.623,8,-7.841,1,0.039,0.247,0.00854,0.103,0.354,175.826,210493,4,30
396,0.125,0.0734,0,-21.889,0,0.0351,0.553,0.875,0.176,0.0347,96.982,710000,4,41
397,0.243,0.11,4,-20.122,1,0.0441,0.508,0.894,0.142,0.0386,83.265,167610,4,56
398,0.406,0.718,8,-7.094,1,0.0505,2.83e-06,0.641,0.0438,0.301,130.026,291923,4,38
399,0.442,0.556,4,-6.925,1,0.0345,0.0751,7.59e-06,0.0984,0.26,140.563,262227,4,42
