,Playlist,Followers,Songs,Genre_1,Genre_2,URI,Song_URI,Popularity,Artist_Name,Song_Name
0,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:0skYUMpS0AcbpjcGsAbRGj,88,BLACKPINK,Pink Venom
1,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:7up4SX2l8FAnisrUXoGupd,70,Lukas Graham,Wish You Were Here (feat. Khalid)
2,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:4C6Uex2ILwJi9sZXRdmqXp,89,Nicki Minaj,Super Freaky Girl
3,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:0xzI1KAr0Yd9tv8jlIk3sn,90,benny blanco,Bad Decisions (with BTS & Snoop Dogg)
4,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:5rbuv6zso7QSaKt265H3M3,76,NIKI,High School in Jakarta
5,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:1elhmWW7Bv0MOQj2gAsyoV,72,Zedd,Make You Say
6,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:6Iqz3QB6zSdn1N61acinau,70,Aitch,My G (feat. Ed Sheeran)
7,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:1w3azB0VuRFp79AduIwrIy,75,Paul Partohap,P.S. I LOVE YOU
8,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:7DByUXWmz1lQau0HLmdg1v,72,Anitta,Lobby
9,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:3gXWe15nwrjfhjYQ5RqLx7,72,Demi Lovato,29
10,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:1FfczxFNfvUSwEz5lHswm0,56,Maximillian,I'm Not Me
11,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:2zz4plJxtgMIsQg5SMl2Bg,68,NIKI,Keeping Tabs
12,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:0b5CzUhyShYuDdtW5J4wm2,78,Calvin Harris,Obsessed (with Charlie Puth & Shenseea)
13,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:6bTbMMEShyGyrcuIwtBlpA,68,Bella Poarch,Living Hell
14,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:3aUD2nXnCYiGd9V1UhfyRz,73,Lauv,Stranger
15,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:3mWUqIz228lrdC5ZSkpjUG,74,Rex Orange County,THREAT
16,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:22PTmk4mzAVi92WiQPAcFp,74,Calvin Harris,"New To You (with Normani, Tinashe, & Offset)"
17,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:0mBP9X2gPCuapvpZ7TGDk3,94,Charlie Puth,Left and Right (Feat. Jung Kook of BTS)
18,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:5Av4jZOAbtY8STz7KPsNDB,70,Bebe Rexha,Break My Heart Myself (feat. YEJI & RYUJIN of ITZY)
19,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:1gH1h30wkQdd9zhY3j7a8T,86,Rex Orange County,THE SHADE
20,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:1oen3GpTcA486fTHaT7neg,80,Girls' Generation,FOREVER 1
21,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:32il27dOrLpIru8Evp4Pu7,72,Marshmello,American Psycho (with Mae Muller feat. Trippie Redd)
22,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:3Bgl1xMI00capuTqUHBNUW,74,TOMORROW X TOGETHER,Valley of Lies
23,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:3vZk7OAUjMtVDNC852aNqi,75,NIKI,Oceans & Engines
24,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:33vZRjxJScapmRShRJq8I0,73,Benson Boone,NIGHTS LIKE THESE
25,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:7ArVzlFsFsQXNseVXmdOyk,79,Denise Julia,NVMD
26,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:0g2Bbgy7P41pFjMWJuzsf4,87,DJ Khaled,STAYING ALIVE (feat. Drake & Lil Baby)
27,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:1l4iQsOZ5sOXZPMQLvouaB,80,Hailee Steinfeld,Coast (feat. Anderson .Paak)
28,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:29d0nY7TzCoi22XBqDQkiP,90,Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster
29,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:3GYlZ7tbxLOxe6ewMNVTkw,86,Billie Eilish,TV
30,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:5d8a5B6RlYnquvR4X4OIrX,62,The Chainsmokers,Time Bomb
31,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:1Hohk6AufHZOrrhMXZppax,85,Beyoncé,ALIEN SUPERSTAR
32,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:1eGW1YBT17a5G1hKPWrpW7,75,Kygo,Lost Without You (with Dean Lewis)
33,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:0HaRLPnr887lcQM2YQzkff,82,Burna Boy,For My Hand (feat. Ed Sheeran)
34,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:6xGruZOHLs39ZbVccQTuPZ,96,Joji,Glimpse of Us
35,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:1jIMjbzcGCcCQn5iMu9CUc,78,Charlie Puth,That's Hilarious
36,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:0O6u0VJ46W86TxN9wgyqDj,91,Post Malone,I Like You (A Happier Song) (with Doja Cat)
37,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:5lfWrciYtohtIMVDVZd0Rf,84,Calvin Harris,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)"
38,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:2pD74s7WAlBWUXjrTsKgdS,70,Lauv,Kids Are Born Stars
39,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:5VXDmiV2pC2KY2N60oKz4B,74,5 Seconds of Summer,BLENDER
40,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:3soSAbnGLuJeARGmegvMFJ,72,Imagine Dragons,I Don't Like Myself
41,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:2rmwqU7yzTvzkiaRV53DpT,79,Lizzo,2 Be Loved (Am I Ready)
42,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:2m6Ko3CY1qXNNja8AlugNc,82,Troye Sivan,Angel Baby
43,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:4h9wh7iOZ0GGn8QVp4RAOB,94,OneRepublic,I Ain't Worried
44,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:1O73ZKgl0THUImkHW6dfAL,76,Kygo,Never Really Loved Me (with Dean Lewis)
45,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:0TyUOnU4H4GLqOcrH0auc8,81,Imagine Dragons,Sharks
46,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:1qEmFfgcLObUfQm0j1W2CK,92,Harry Styles,Late Night Talking
47,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:21AziTMaZwcLflGMAj85o5,74,Lauv,All 4 Nothing (I'm So In Love)
48,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:2At18rPHOuTEjGEppwGV0A,72,Anson Seabra,Peter Pan Was Right
49,It's A Hit!,"2,283,522",50,Pop,Alternative,spotify:playlist:37i9dQZF1DWT1y71ZcMPe5,spotify:track:4j5gXarJqoiwh4ZIAqZcmh,69,Why Don't We,How Do You Love Somebody
50,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:0CMYUXTTTmI6Lwc0opH2XG,71,Sohn Aelia,Herinneringen
51,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:07UDTaRYJAsIhUZTyZSUzM,68,Huma,Ons
52,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:6KU6lJNEwpHSB8EdI6klNN,68,Gaea Antoniou,Eudaimonia
53,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:7J9wquS6KYMs8xStcEYoGr,67,Sara Edwards,Contemplation
54,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:1heAYXQYiL5e2VBRClCaif,67,Leonid Antonov,Atwined
55,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:5LEHlRPjGcZ5RdagAwXpHS,69,Little Circuits,Beautiful Imagination
56,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:0KOenusM2ayoQfGrhBf5Q9,67,Kaiser Hulenstadt,Traumlandschaft
57,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:0btOwM3TAHRfPPpLGiCUOR,65,Giulia De Serio,Sognando Ancora
58,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:7HTqClPkU89EhgJi2CO3G5,68,Solvekin,Ethereal Sleep
59,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:1SucXU3xTOCyBAAqE22E8B,62,Fabien Tamm,Merikarp
60,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:73E1cWwhV9iyIfiyyH26Mn,67,La Kalon,Becalming Silence
61,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:6gW7wl7Dbzvv4Az3RbolkD,67,Heddwch,Ganymede
62,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:683qBY5WPSLBPfgDioGVmS,66,Eztebe Matia,Etoile
63,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:2u3TXM5CwRovxFJZID2OuF,64,Sleepy Clouds,Blanket of White
64,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:1HOuETpEjrYbU5Azt6iKjZ,49,Forsintha,Blume
65,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:0Vjq9kVZr61LfZMcVYAbxS,50,Haldur,Into the light
66,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:6gM3YgCJV3tBzbnYG2ydge,50,Calma Interiore,Miuys
67,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:0W3znYfIVP37kJl4InZ9lp,49,John Caelo,Apricus
68,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:6HpMcAZZhc9wNitIohrY76,64,Devin Echo,Phonaesthetics
69,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:3rPFA1lIlvYgmQbblz3sDp,66,Nathaniel Rembrandt,What Matters Most
70,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:3xLHdlKxeLiEqWy7BdYYze,66,La-Mu,Sedang Tidur
71,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:3dQv95YPj2n9tesVZKN4FT,66,Chieloka,Tawelwch
72,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:1OlQRV9bOuT0CGCNI225EP,66,Advaitas,Quiet Stars
73,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:6PEwEkL4lzRbGMGH7j7kBB,66,Jeanelle Bolduc,Lenitivo
74,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:7F6aZaOPixAPSwEWUgUlwH,61,Elsa Gudmundsdottir,Sólestur
75,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:3ns1BYQtxuSyxk6SlTU0d8,57,Darcel Gau,Feuilleter
76,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:3xZwZ9yujCluOe5mlDzD7r,59,Rouge Haven,One And The Same
77,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:1YvgFUa5OxOw8z9GZQQLHR,66,Alcine Sala,Sotto La Superficie
78,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:1BMgyrYXHolIe6e0oU9OqQ,63,Phoenomenatic,Eascodset
79,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:620GB7wI2P5ltdAy4hJVHZ,64,Sanja Göransson,Under Samma Himmel
80,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:2PWHrFAlSGROVbJEE4ZEEV,64,Connie Li,Huayna Potosi
81,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:23y3iLdIBGDsCmZ2W6R7LT,65,Adriana Milou,Veilless
82,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:7bG1tltLLroslB2iN4NVXx,63,Næturkall,Augnablik
83,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:685glMCresRk1Yvy50O1wO,64,Ka Wadhwa,Sona
84,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:4wtTfmaWIdWLUNlE05UrZH,64,Sadia Leys,Moves Like Waves
85,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:7LtnHirNq1a0XjMcNk9Amj,62,Storm Joan,Soothing Spaces
86,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:5BMUIx6JMCKHK1BsWsYMmY,64,Micaela De León,Un Lugar Tranquilo
87,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:5z3A0pDvtaLLmZ868EvXRH,64,Cole Meier,Schau Nach Oben
88,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:2l4kkjxegUp9EdfxFfV5aq,67,Tilman Stoiber,Empfidlich
89,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:1kw7n9ACTz07NuIYqCm3F9,67,Kamila Tait,Meet Me At Sundown
90,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:3DjhYKmRHk0fq0fpb103nY,66,Mellow Dreamer,Profetia
91,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:4HJJh915LuQpMjEO0tFwhx,70,Molecular Clouds,Finally At Ease
92,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:2CzrYJ8mxMNWHSFrc0J2A6,63,Juhani Ahonen,Tauko
93,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:5cNxtUwvAsml2dxp4zpoVa,65,Neoline Ewing,Soft Answers
94,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:7m4uTQoUTU68STmL3Y3bX9,65,Richter Gravitas,Silent Mind
95,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:4IHpo5zDsNoT33clCtL24b,63,Finleigh,Alterations
96,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:2QjHg0IKNKgURtYuRaOSVh,64,Etheral Gust,Drømme
97,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:3MG6fFcoFduAh2sjRmIYZg,64,Geneviève Corin,Omniscient
98,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:21YSyRy6GIFkbzIoWHLbhD,66,Alojz Pavic,Mirno
99,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:7mKa4BPGbRgRt9OQq8NNtY,66,Leyre Bacque,Four Months
100,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:2quE9M1AL9B7T6iSjzeT0o,67,Zion Llama,Aura
101,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:0tUbZj0kg8zXSHLtwnovuB,66,Ion Mihutz,Breath in the wild
102,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:6oL6yOWVL8zJfwg2mlkMag,66,Charmaine D'Avis,Dans le noir
103,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:6xTOkkjXpxhmUbC4bHwj42,65,Sleepy Sine,Placid Dream
104,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:44CGw5yimT0uwQnurWo2gz,64,Ella Watson,Sunday Morning
105,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:48UNHWGzRfk4AOKrCJM7XJ,67,Minik Knudsen,I et andet liv
106,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:4UEs7H32py3zfPCor8nbZZ,64,Ceylan Aydem Project,Clear Blue
107,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:3uqxytqtmoZuxyn3ISYT2e,64,Hello Artemisia!,Squama
108,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:6j6wtwEtxK5ZAXzRK47WED,66,Ardah,A Night In Spring
109,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:5xcgi9ta3wVzBFktltBLMo,66,Eldrelder,Underview
110,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:7etqolbqNqTmybDTIN77pt,63,Aari Kumar,Epiphany
111,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:2J3PRFCSCcuyHY4Dfi4hbh,65,Maurie,Stream Of Somnolence
112,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:33T4UVNjVx8pWAcWZG4lCn,67,Emmeline Ralph,Une autre fois
113,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:6VlkT2wNTiNCGiPS4pH3tO,63,Casper Wiersma,Gisteren
114,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:6ZOmpmAGA1nM53YEvq8eLk,63,Celyn Awstin,Simplistica
115,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:7zwddyEol0Hg5K8HQd3srX,65,Sayulita,La Caoba
116,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:1IkrL2wE6aWYzOmWjZmNO9,69,Sean Altar,Cross A Line
117,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:5OJoZKBKLoJACasfMrKrCv,64,Euloria,Just In View
118,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:0BjyXBAXWTvEOgX1KPhadD,64,Clémence Alheoux,Imagine Nuvem
119,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:3MbMFTSftlRSYJe58yqBDl,63,Kaua Correia,Duende
120,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:4rEHRykxSQvP6mA23Umt71,66,Restorative,In Solitude
121,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:6S1cvapi9HH9tr1uX9clVb,63,Eira Cloud,Shinrabansho
122,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:1uGy4uNI3SeVUien40Dtzo,67,Pearl Melendez,Tiniebla
123,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:7Mr3SK5zRJ0mrdNraurM5Z,66,Harlow Moss,Oceanwide
124,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:2iOKDbXoqcTENod90jSmcH,63,Elmer Loyd,Answers
125,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:4q0m55JUumpMjGiLtYsSan,64,Rae Mansell,Calmative
126,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:1dpvthn5aYPgBmk7LiKOsl,63,Ardah,Mångata
127,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:7l6TgOi4LjuVMPOvSeHuyw,64,Siri Belle,Irenic Tone
128,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:6DLx436guAqpJ8piBZyXqC,63,Amel Scott,Interstellar
129,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:0OAe3X4UFaUJoThyNE88Ah,62,Baimine,A Moment
130,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:7gJ7Yb0ZpUPUiaYVv6FhR8,63,Griff Beynon,Reminiscence
131,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:01yqm6MIIlCdOXCtrYJpRx,65,Mila Harper,Mo Chroidhe
132,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:17acvRlK1CgobLmpPVGCXK,63,Jayden Pétur,Serenade of Sleep
133,Sleep,"4,556,379",220,Instrumental,Ambient,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,spotify:track:1hU9z6EpQLMP1OGu1iGZHL,62,Sadie Hume,Evenfall
